Home,Away,League,Season,Date,Gols_H,Gols_A,FTR,Placar
Mainz,RB Leipzig,Bundesliga,2024/2025,2024-10-19,0.0,2.0,A,0.0 x 2.0
M'gladbach,Heidenheim,Bundesliga,2024/2025,2024-10-19,3.0,2.0,H,3.0 x 2.0
Bayern Munich,Stuttgart,Bundesliga,2024/2025,2024-10-19,4.0,0.0,H,4.0 x 0.0
Hoffenheim,Bochum,Bundesliga,2024/2025,2024-10-19,3.0,1.0,H,3.0 x 1.0
Stenhousemuir,Alloa,League One,2024/2025,2024-10-19,0.0,1.0,A,0.0 x 1.0
Freiburg,Augsburg,Bundesliga,2024/2025,2024-10-19,3.0,1.0,H,3.0 x 1.0
Inverness C,Annan Athletic,League One,2024/2025,2024-10-19,1.0,0.0,H,1.0 x 0.0
St Johnstone,Ross County,Premiership,2024/2025,2024-10-19,3.0,0.0,H,3.0 x 0.0
Cardiff,Plymouth,EFL Championship,2024/2025,2024-10-19,5.0,0.0,H,5.0 x 0.0
Kayserispor,Gaziantep,Super Lig,2024/2025,2024-10-19,2.0,2.0,D,2.0 x 2.0
Trabzonspor,Buyuksehyr,Super Lig,2024/2025,2024-10-19,1.0,0.0,H,1.0 x 0.0
Antalyaspor,Galatasaray,Super Lig,2024/2025,2024-10-19,0.0,3.0,A,0.0 x 3.0
Eyupspor,Goztep,Super Lig,2024/2025,2024-10-19,1.0,0.0,H,1.0 x 0.0
Motherwell,Dundee,Premiership,2024/2025,2024-10-19,0.0,1.0,A,0.0 x 1.0
Hearts,St Mirren,Premiership,2024/2025,2024-10-19,4.0,0.0,H,4.0 x 0.0
Arbroath,Dumbarton,League One,2024/2025,2024-10-19,1.0,3.0,A,1.0 x 3.0
Waalwijk,Twente,Eredivisie,2024/2025,2024-10-19,2.0,2.0,D,2.0 x 2.0
Go Ahead Eagles,Feyenoord,Eredivisie,2024/2025,2024-10-19,1.0,5.0,A,1.0 x 5.0
Cove Rangers,Queen of Sth,League One,2024/2025,2024-10-19,2.0,0.0,H,2.0 x 0.0
Kelty Hearts,Montrose,League One,2024/2025,2024-10-19,0.0,2.0,A,0.0 x 2.0
Celtic,Aberdeen,Premiership,2024/2025,2024-10-19,2.0,2.0,D,2.0 x 2.0
Mechelen,Kortrijk,Jupiler League,2024/2025,2024-10-20,3.0,0.0,H,3.0 x 0.0
Standard,Charleroi,Jupiler League,2024/2025,2024-10-20,2.0,1.0,H,2.0 x 1.0
Oud-Heverlee Leuven,Antwerp,Jupiler League,2024/2025,2024-10-20,1.0,1.0,D,1.0 x 1.0
Reggiana,Frosinone,Serie B,2024/2025,2024-10-20,2.0,0.0,H,2.0 x 0.0
Juve Stabia,Cremonese,Serie B,2024/2025,2024-10-20,1.0,2.0,A,1.0 x 2.0
Samsunspor,Fenerbahce,Super Lig,2024/2025,2024-10-20,2.0,2.0,D,2.0 x 2.0
Alanyaspor,Kasimpasa,Super Lig,2024/2025,2024-10-20,1.0,2.0,A,1.0 x 2.0
Carrarese,Mantova,Serie B,2024/2025,2024-10-20,1.0,1.0,D,1.0 x 1.0
Hull,Sunderland,EFL Championship,2024/2025,2024-10-20,0.0,1.0,A,0.0 x 1.0
Greuther Furth,Nurnberg,Bundesliga 2,2024/2025,2024-10-20,0.0,4.0,A,0.0 x 4.0
Hamburg,Magdeburg,Bundesliga 2,2024/2025,2024-10-20,3.0,1.0,H,3.0 x 1.0
Ulm,Karlsruhe,Bundesliga 2,2024/2025,2024-10-20,0.0,1.0,A,0.0 x 1.0
Besiktas,Konyaspor,Super Lig,2024/2025,2024-10-20,2.0,0.0,H,2.0 x 0.0
Sivasspor,Hatayspor,Super Lig,2024/2025,2024-10-20,3.0,2.0,H,3.0 x 2.0
Cesena,Sampdoria,Serie B,2024/2025,2024-10-20,3.0,5.0,A,3.0 x 5.0
Genk,St Truiden,Jupiler League,2024/2025,2024-10-20,3.0,2.0,H,3.0 x 2.0
Kilmarnock,Rangers,Premiership,2024/2025,2024-10-20,1.0,0.0,H,1.0 x 0.0
Ferrol,Huesca,LaLiga 2,2024/2025,2024-10-20,0.0,0.0,D,0.0 x 0.0
Liverpool,Chelsea,Premier League,2024/2025,2024-10-20,2.0,1.0,H,2.0 x 1.0
Groningen,Utrecht,Eredivisie,2024/2025,2024-10-20,0.0,1.0,A,0.0 x 1.0
Heracles,Ajax,Eredivisie,2024/2025,2024-10-20,3.0,4.0,A,3.0 x 4.0
Zwolle,NAC Breda,Eredivisie,2024/2025,2024-10-20,1.0,2.0,A,1.0 x 2.0
Roma,Inter,Serie A,2024/2025,2024-10-20,0.0,1.0,A,0.0 x 1.0
Wolves,Man City,Premier League,2024/2025,2024-10-20,1.0,2.0,A,1.0 x 2.0
Cagliari,Torino,Serie A,2024/2025,2024-10-20,3.0,2.0,H,3.0 x 2.0
Venezia,Atalanta,Serie A,2024/2025,2024-10-20,0.0,2.0,A,0.0 x 2.0
Lecce,Fiorentina,Serie A,2024/2025,2024-10-20,0.0,6.0,A,0.0 x 6.0
Empoli,Napoli,Serie A,2024/2025,2024-10-20,0.0,1.0,A,0.0 x 1.0
Montpellier,Marseille,Ligue 1,2024/2025,2024-10-20,0.0,5.0,A,0.0 x 5.0
Holstein Kiel,Union Berlin,Bundesliga,2024/2025,2024-10-20,0.0,2.0,A,0.0 x 2.0
Toulouse,Angers,Ligue 1,2024/2025,2024-10-20,1.0,1.0,D,1.0 x 1.0
Nantes,Nice,Ligue 1,2024/2025,2024-10-20,1.0,1.0,D,1.0 x 1.0
Olympiakos,Levadeiakos,Superliga,2024/2025,2024-10-20,2.0,2.0,D,2.0 x 2.0
Willem II,For Sittard,Eredivisie,2024/2025,2024-10-20,0.0,0.0,D,0.0 x 0.0
OFI Crete,Panathinaikos,Superliga,2024/2025,2024-10-20,0.0,1.0,A,0.0 x 1.0
AEK,PAOK,Superliga,2024/2025,2024-10-20,1.0,1.0,D,1.0 x 1.0
Barcelona,Sevilla,LaLiga,2024/2025,2024-10-20,5.0,1.0,H,5.0 x 1.0
Villarreal,Getafe,LaLiga,2024/2025,2024-10-20,1.0,1.0,D,1.0 x 1.0
Ath Madrid,Leganes,LaLiga,2024/2025,2024-10-20,3.0,1.0,H,3.0 x 1.0
Aris,Athens Kallithea,Superliga,2024/2025,2024-10-20,2.0,0.0,H,2.0 x 0.0
Le Havre,Lyon,Ligue 1,2024/2025,2024-10-20,0.0,4.0,A,0.0 x 4.0
Mallorca,Vallecano,LaLiga,2024/2025,2024-10-20,1.0,0.0,H,1.0 x 0.0
Zaragoza,Almeria,LaLiga 2,2024/2025,2024-10-20,1.0,2.0,A,1.0 x 2.0
Elche,Sp Gijon,LaLiga 2,2024/2025,2024-10-20,2.0,1.0,H,2.0 x 1.0
Wolfsburg,Werder Bremen,Bundesliga,2024/2025,2024-10-20,2.0,4.0,A,2.0 x 4.0
Cadiz,Santander,LaLiga 2,2024/2025,2024-10-20,0.0,1.0,A,0.0 x 1.0
Auxerre,Reims,Ligue 1,2024/2025,2024-10-20,2.0,1.0,H,2.0 x 1.0
Albacete,Burgos,LaLiga 2,2024/2025,2024-10-21,2.0,0.0,H,2.0 x 0.0
Troyes,Paris FC,Ligue 2,2024/2025,2024-10-21,0.0,3.0,A,0.0 x 3.0
Verona,Monza,Serie A,2024/2025,2024-10-21,0.0,3.0,A,0.0 x 3.0
Bodrumspor,Rizespor,Super Lig,2024/2025,2024-10-21,0.0,1.0,A,0.0 x 1.0
Valencia,Las Palmas,LaLiga,2024/2025,2024-10-21,2.0,3.0,A,2.0 x 3.0
Nott'm Forest,Crystal Palace,Premier League,2024/2025,2024-10-21,1.0,0.0,H,1.0 x 0.0
Wrexham,Huddersfield,EFL League One,2024/2025,2024-10-22,0.0,0.0,D,0.0 x 0.0
Bristol Rvs,Shrewsbury,EFL League One,2024/2025,2024-10-22,1.0,0.0,H,1.0 x 0.0
Stockport,Northampton,EFL League One,2024/2025,2024-10-22,1.0,1.0,D,1.0 x 1.0
Castellon,Granada,LaLiga 2,2024/2025,2024-10-22,2.0,3.0,A,2.0 x 3.0
Oviedo,Mirandes,LaLiga 2,2024/2025,2024-10-22,4.0,1.0,H,4.0 x 1.0
Cardiff,Portsmouth,EFL Championship,2024/2025,2024-10-22,2.0,0.0,H,2.0 x 0.0
Leeds,Watford,EFL Championship,2024/2025,2024-10-22,2.0,1.0,H,2.0 x 1.0
Oxford,Derby,EFL Championship,2024/2025,2024-10-22,1.0,1.0,D,1.0 x 1.0
Preston,Norwich,EFL Championship,2024/2025,2024-10-22,2.0,2.0,D,2.0 x 2.0
Sheffield Weds,Swansea,EFL Championship,2024/2025,2024-10-22,0.0,0.0,D,0.0 x 0.0
Wigan,Mansfield,EFL League One,2024/2025,2024-10-22,1.0,2.0,A,1.0 x 2.0
Stoke,Bristol City,EFL Championship,2024/2025,2024-10-22,2.0,2.0,D,2.0 x 2.0
Barnsley,Charlton,EFL League One,2024/2025,2024-10-22,2.0,2.0,D,2.0 x 2.0
Burton,Wycombe,EFL League One,2024/2025,2024-10-22,2.0,3.0,A,2.0 x 3.0
Crawley Town,Lincoln,EFL League One,2024/2025,2024-10-22,3.0,0.0,H,3.0 x 0.0
Exeter,Reading,EFL League One,2024/2025,2024-10-22,1.0,2.0,A,1.0 x 2.0
Leyton Orient,Rotherham,EFL League One,2024/2025,2024-10-22,1.0,0.0,H,1.0 x 0.0
Peterboro,Blackpool,EFL League One,2024/2025,2024-10-22,5.0,1.0,H,5.0 x 1.0
Stevenage,Cambridge,EFL League One,2024/2025,2024-10-22,0.0,2.0,A,0.0 x 2.0
QPR,Coventry,EFL Championship,2024/2025,2024-10-22,1.0,1.0,D,1.0 x 1.0
Birmingham,Bolton,EFL League One,2024/2025,2024-10-22,2.0,0.0,H,2.0 x 0.0
Tamworth,Yeovil,National League,2024/2025,2024-10-22,0.0,0.0,D,0.0 x 0.0
Forest Green,Ebbsfleet,National League,2024/2025,2024-10-22,3.0,1.0,H,3.0 x 1.0
Salford,Swindon,EFL League Two,2024/2025,2024-10-22,2.0,1.0,H,2.0 x 1.0
Milton Keynes Dons,Accrington,EFL League Two,2024/2025,2024-10-22,2.0,1.0,H,2.0 x 1.0
York,Barnet,National League,2024/2025,2024-10-22,3.0,1.0,H,3.0 x 1.0
Rochdale,Halifax,National League,2024/2025,2024-10-22,2.0,1.0,H,2.0 x 1.0
Maidenhead,Oldham,National League,2024/2025,2024-10-22,2.0,2.0,D,2.0 x 2.0
Walsall,Carlisle,EFL League Two,2024/2025,2024-10-22,3.0,1.0,H,3.0 x 1.0
Dag and Red,Eastleigh,National League,2024/2025,2024-10-22,2.0,2.0,D,2.0 x 2.0
Pau FC,Bastia,Ligue 2,2024/2025,2024-10-22,1.0,1.0,D,1.0 x 1.0
Tranmere,Grimsby,EFL League Two,2024/2025,2024-10-22,0.0,1.0,A,0.0 x 1.0
Gillingham,Newport County,EFL League Two,2024/2025,2024-10-22,0.0,2.0,A,0.0 x 2.0
Fleetwood Town,Crewe,EFL League Two,2024/2025,2024-10-22,0.0,1.0,A,0.0 x 1.0
Doncaster,Bromley,EFL League Two,2024/2025,2024-10-22,0.0,1.0,A,0.0 x 1.0
Chesterfield,Colchester,EFL League Two,2024/2025,2024-10-22,1.0,1.0,D,1.0 x 1.0
Cheltenham,Bradford,EFL League Two,2024/2025,2024-10-22,1.0,1.0,D,1.0 x 1.0
Barrow,Notts County,EFL League Two,2024/2025,2024-10-22,1.0,1.0,D,1.0 x 1.0
AFC Wimbledon,Morecambe,EFL League Two,2024/2025,2024-10-22,3.0,0.0,H,3.0 x 0.0
Harrogate,Port Vale,EFL League Two,2024/2025,2024-10-22,0.0,1.0,A,0.0 x 1.0
Blackburn,West Brom,EFL Championship,2024/2025,2024-10-23,0.0,0.0,D,0.0 x 0.0
Hull,Burnley,EFL Championship,2024/2025,2024-10-23,1.0,1.0,D,1.0 x 1.0
Luton,Sunderland,EFL Championship,2024/2025,2024-10-23,1.0,2.0,A,1.0 x 2.0
Eldense,Zaragoza,LaLiga 2,2024/2025,2024-10-23,2.0,3.0,A,2.0 x 3.0
Middlesbrough,Sheffield United,EFL Championship,2024/2025,2024-10-23,1.0,0.0,H,1.0 x 0.0
Millwall,Plymouth,EFL Championship,2024/2025,2024-10-23,1.0,0.0,H,1.0 x 0.0
Solihull,Woking,National League,2024/2025,2024-10-23,2.0,1.0,H,2.0 x 1.0
Wealdstone,Braintree Town,National League,2024/2025,2024-10-23,3.0,2.0,H,3.0 x 2.0
Sutton,Gateshead,National League,2024/2025,2024-10-23,0.0,1.0,A,0.0 x 1.0
Santander,Cordoba,LaLiga 2,2024/2025,2024-10-23,2.0,0.0,H,2.0 x 0.0
Boston Utd,Fylde,National League,2024/2025,2024-10-23,1.0,2.0,A,1.0 x 2.0
Altrincham,Hartlepool,National League,2024/2025,2024-10-23,1.0,1.0,D,1.0 x 1.0
Aldershot,Southend,National League,2024/2025,2024-10-23,0.0,0.0,D,0.0 x 0.0
Eibar,Cadiz,LaLiga 2,2024/2025,2024-10-23,1.0,0.0,H,1.0 x 0.0
Cartagena,Elche,LaLiga 2,2024/2025,2024-10-23,0.0,0.0,D,0.0 x 0.0
Tenerife,Malaga,LaLiga 2,2024/2025,2024-10-24,0.0,0.0,D,0.0 x 0.0
Sp Gijon,Huesca,LaLiga 2,2024/2025,2024-10-24,2.0,1.0,H,2.0 x 1.0
Burgos,Ferrol,LaLiga 2,2024/2025,2024-10-24,1.0,1.0,D,1.0 x 1.0
Levante,La Coruna,LaLiga 2,2024/2025,2024-10-24,2.0,1.0,H,2.0 x 1.0
Almeria,Albacete,LaLiga 2,2024/2025,2024-10-24,3.0,1.0,H,3.0 x 1.0
Nurnberg,Regensburg,Bundesliga 2,2024/2025,2024-10-25,8.0,3.0,H,8.0 x 3.0
Santa Clara,Gil Vicente,Primeira Liga,2024/2025,2024-10-25,2.0,1.0,H,2.0 x 1.0
Ad. Demirspor,Sivasspor,Super Lig,2024/2025,2024-10-25,2.0,4.0,A,2.0 x 4.0
Spezia,Bari,Serie B,2024/2025,2024-10-25,0.0,0.0,D,0.0 x 0.0
Kortrijk,Beerschot VA,Jupiler League,2024/2025,2024-10-25,1.0,0.0,H,1.0 x 0.0
Leicester,Nott'm Forest,Premier League,2024/2025,2024-10-25,1.0,3.0,A,1.0 x 3.0
Mainz,M'gladbach,Bundesliga,2024/2025,2024-10-25,1.0,1.0,D,1.0 x 1.0
Udinese,Cagliari,Serie A,2024/2025,2024-10-25,2.0,0.0,H,2.0 x 0.0
Torino,Como,Serie A,2024/2025,2024-10-25,1.0,0.0,H,1.0 x 0.0
FC Koln,Paderborn,Bundesliga 2,2024/2025,2024-10-25,1.0,2.0,A,1.0 x 2.0
Espanol,Sevilla,LaLiga,2024/2025,2024-10-25,0.0,2.0,A,0.0 x 2.0
Almere City,Nijmegen,Eredivisie,2024/2025,2024-10-25,1.0,0.0,H,1.0 x 0.0
Rennes,Le Havre,Ligue 1,2024/2025,2024-10-25,1.0,0.0,H,1.0 x 0.0
Casa Pia,Nacional,Primeira Liga,2024/2025,2024-10-25,1.0,0.0,H,1.0 x 0.0
Dunkerque,Red Star,Ligue 2,2024/2025,2024-10-25,2.0,0.0,H,2.0 x 0.0
Portsmouth,Sheffield Weds,EFL Championship,2024/2025,2024-10-25,1.0,2.0,A,1.0 x 2.0
Rodez,Lorient,Ligue 2,2024/2025,2024-10-25,3.0,3.0,D,3.0 x 3.0
Annecy,Laval,Ligue 2,2024/2025,2024-10-25,2.0,0.0,H,2.0 x 0.0
Clermont,Martigues,Ligue 2,2024/2025,2024-10-25,0.0,1.0,A,0.0 x 1.0
Pau FC,Amiens,Ligue 2,2024/2025,2024-10-25,0.0,2.0,A,0.0 x 2.0
Metz,Guingamp,Ligue 2,2024/2025,2024-10-25,1.0,0.0,H,1.0 x 0.0
Cesena,Brescia,Serie B,2024/2025,2024-10-26,2.0,0.0,H,2.0 x 0.0
Charleroi,Oud-Heverlee Leuven,Jupiler League,2024/2025,2024-10-26,0.0,2.0,A,0.0 x 2.0
Dender,Mechelen,Jupiler League,2024/2025,2024-10-26,2.0,5.0,A,2.0 x 5.0
Montrose,Cove Rangers,League One,2024/2025,2024-10-26,0.0,2.0,A,0.0 x 2.0
St Truiden,Westerlo,Jupiler League,2024/2025,2024-10-26,2.0,0.0,H,2.0 x 0.0
Aston Villa,Bournemouth,Premier League,2024/2025,2024-10-26,1.0,1.0,D,1.0 x 1.0
Brentford,Ipswich,Premier League,2024/2025,2024-10-26,4.0,3.0,H,4.0 x 3.0
Brighton,Wolves,Premier League,2024/2025,2024-10-26,2.0,2.0,D,2.0 x 2.0
Cosenza,Juve Stabia,Serie B,2024/2025,2024-10-26,1.0,1.0,D,1.0 x 1.0
Man City,Southampton,Premier League,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Cremonese,Salernitana,Serie B,2024/2025,2024-10-26,2.0,1.0,H,2.0 x 1.0
Carrarese,Cittadella,Serie B,2024/2025,2024-10-26,3.0,0.0,H,3.0 x 0.0
Cordoba,Eldense,LaLiga 2,2024/2025,2024-10-26,2.0,0.0,H,2.0 x 0.0
Zaragoza,Castellon,LaLiga 2,2024/2025,2024-10-26,1.0,2.0,A,1.0 x 2.0
Boavista,Moreirense,Primeira Liga,2024/2025,2024-10-26,0.0,2.0,A,0.0 x 2.0
Famalicao,Sp Lisbon,Primeira Liga,2024/2025,2024-10-26,0.0,3.0,A,0.0 x 3.0
Alloa,Arbroath,League One,2024/2025,2024-10-26,0.0,1.0,A,0.0 x 1.0
Dumbarton,Inverness C,League One,2024/2025,2024-10-26,3.0,1.0,H,3.0 x 1.0
Palermo,Reggiana,Serie B,2024/2025,2024-10-26,2.0,0.0,H,2.0 x 0.0
Stenhousemuir,Kelty Hearts,League One,2024/2025,2024-10-26,2.0,1.0,H,2.0 x 1.0
Aberdeen,Dundee United,Premiership,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Ross County,Kilmarnock,Premiership,2024/2025,2024-10-26,2.0,1.0,H,2.0 x 1.0
Goztep,Trabzonspor,Super Lig,2024/2025,2024-10-26,2.0,1.0,H,2.0 x 1.0
Kasimpasa,Samsunspor,Super Lig,2024/2025,2024-10-26,1.0,4.0,A,1.0 x 4.0
Hatayspor,Kayserispor,Super Lig,2024/2025,2024-10-26,0.0,1.0,A,0.0 x 1.0
Sassuolo,Modena,Serie B,2024/2025,2024-10-26,2.0,0.0,H,2.0 x 0.0
Annan Athletic,Queen of Sth,League One,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Everton,Fulham,Premier League,2024/2025,2024-10-26,1.0,1.0,D,1.0 x 1.0
RB Leipzig,Freiburg,Bundesliga,2024/2025,2024-10-26,3.0,1.0,H,3.0 x 1.0
Stuttgart,Holstein Kiel,Bundesliga,2024/2025,2024-10-26,2.0,1.0,H,2.0 x 1.0
Rotherham,Stevenage,EFL League One,2024/2025,2024-10-26,2.0,0.0,H,2.0 x 0.0
Northampton,Crawley Town,EFL League One,2024/2025,2024-10-26,3.0,0.0,H,3.0 x 0.0
Lincoln,Stockport,EFL League One,2024/2025,2024-10-26,2.0,1.0,H,2.0 x 1.0
Huddersfield,Exeter,EFL League One,2024/2025,2024-10-26,2.0,0.0,H,2.0 x 0.0
Charlton,Wrexham,EFL League One,2024/2025,2024-10-26,2.0,2.0,D,2.0 x 2.0
Cambridge,Burton,EFL League One,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Bolton,Peterboro,EFL League One,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Reading,Bristol Rvs,EFL League One,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Mansfield,Birmingham,EFL League One,2024/2025,2024-10-26,1.0,1.0,D,1.0 x 1.0
Panetolikos,Volos NFC,Superliga,2024/2025,2024-10-26,0.0,1.0,A,0.0 x 1.0
Levadeiakos,Lamia,Superliga,2024/2025,2024-10-26,2.0,2.0,D,2.0 x 2.0
Panserraikos,AEK,Superliga,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Werder Bremen,Leverkusen,Bundesliga,2024/2025,2024-10-26,2.0,2.0,D,2.0 x 2.0
Elversberg,Hamburg,Bundesliga 2,2024/2025,2024-10-26,4.0,2.0,H,4.0 x 2.0
Vallecano,Alaves,LaLiga,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Las Palmas,Girona,LaLiga,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Real Madrid,Barcelona,LaLiga,2024/2025,2024-10-26,0.0,4.0,A,0.0 x 4.0
Karlsruhe,Hertha,Bundesliga 2,2024/2025,2024-10-26,1.0,3.0,A,1.0 x 3.0
Atalanta,Verona,Serie A,2024/2025,2024-10-26,6.0,1.0,H,6.0 x 1.0
Napoli,Lecce,Serie A,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Schalke 04,Greuther Furth,Bundesliga 2,2024/2025,2024-10-26,3.0,4.0,A,3.0 x 4.0
Fortuna Dusseldorf,Kaiserslautern,Bundesliga 2,2024/2025,2024-10-26,3.0,4.0,A,3.0 x 4.0
Dundee,St Johnstone,Premiership,2024/2025,2024-10-26,1.0,2.0,A,1.0 x 2.0
Augsburg,Dortmund,Bundesliga,2024/2025,2024-10-26,2.0,1.0,H,2.0 x 1.0
West Brom,Cardiff,EFL Championship,2024/2025,2024-10-26,0.0,0.0,D,0.0 x 0.0
St Pauli,Wolfsburg,Bundesliga,2024/2025,2024-10-26,0.0,0.0,D,0.0 x 0.0
Valladolid,Villarreal,LaLiga,2024/2025,2024-10-26,1.0,2.0,A,1.0 x 2.0
Estoril,Arouca,Primeira Liga,2024/2025,2024-10-26,4.0,1.0,H,4.0 x 1.0
Wycombe,Leyton Orient,EFL League One,2024/2025,2024-10-26,3.0,0.0,H,3.0 x 0.0
Sunderland,Oxford,EFL Championship,2024/2025,2024-10-26,2.0,0.0,H,2.0 x 0.0
Bradford,Doncaster,EFL League Two,2024/2025,2024-10-26,1.0,2.0,A,1.0 x 2.0
Accrington,Walsall,EFL League Two,2024/2025,2024-10-26,0.0,0.0,D,0.0 x 0.0
Morecambe,Chesterfield,EFL League Two,2024/2025,2024-10-26,2.0,5.0,A,2.0 x 5.0
Halifax,York,National League,2024/2025,2024-10-26,1.0,2.0,A,1.0 x 2.0
Swansea,Millwall,EFL Championship,2024/2025,2024-10-26,0.0,1.0,A,0.0 x 1.0
Oldham,Dag and Red,National League,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Southend,Tamworth,National League,2024/2025,2024-10-26,2.0,0.0,H,2.0 x 0.0
Woking,Forest Green,National League,2024/2025,2024-10-26,1.0,1.0,D,1.0 x 1.0
Yeovil,Maidenhead,National League,2024/2025,2024-10-26,3.0,1.0,H,3.0 x 1.0
Fylde,Altrincham,National League,2024/2025,2024-10-26,0.0,5.0,A,0.0 x 5.0
Colchester,Salford,EFL League Two,2024/2025,2024-10-26,1.0,2.0,A,1.0 x 2.0
Bristol City,Leeds,EFL Championship,2024/2025,2024-10-26,0.0,0.0,D,0.0 x 0.0
Mirandes,Cartagena,LaLiga 2,2024/2025,2024-10-26,3.0,1.0,H,3.0 x 1.0
Bromley,Barrow,EFL League Two,2024/2025,2024-10-26,1.0,1.0,D,1.0 x 1.0
Cadiz,Oviedo,LaLiga 2,2024/2025,2024-10-26,2.0,0.0,H,2.0 x 0.0
Paris FC,Grenoble,Ligue 2,2024/2025,2024-10-26,2.0,1.0,H,2.0 x 1.0
For Sittard,Groningen,Eredivisie,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
PSV Eindhoven,Zwolle,Eredivisie,2024/2025,2024-10-26,6.0,0.0,H,6.0 x 0.0
NAC Breda,Waalwijk,Eredivisie,2024/2025,2024-10-26,4.0,1.0,H,4.0 x 1.0
Heerenveen,Sparta Rotterdam,Eredivisie,2024/2025,2024-10-26,2.0,0.0,H,2.0 x 0.0
Angers,St Etienne,Ligue 1,2024/2025,2024-10-26,4.0,2.0,H,4.0 x 2.0
Queens Park,Partick,Championship,2024/2025,2024-10-26,0.0,1.0,A,0.0 x 1.0
Livingston,Raith Rvs,Championship,2024/2025,2024-10-26,2.0,1.0,H,2.0 x 1.0
Hamilton,Morton,Championship,2024/2025,2024-10-26,3.0,0.0,H,3.0 x 0.0
Falkirk,Dunfermline,Championship,2024/2025,2024-10-26,2.0,1.0,H,2.0 x 1.0
Airdrie Utd,Ayr,Championship,2024/2025,2024-10-26,0.0,1.0,A,0.0 x 1.0
Reims,Brest,Ligue 1,2024/2025,2024-10-26,1.0,2.0,A,1.0 x 2.0
Lens,Lille,Ligue 1,2024/2025,2024-10-26,0.0,2.0,A,0.0 x 2.0
Caen,Troyes,Ligue 2,2024/2025,2024-10-26,0.0,1.0,A,0.0 x 1.0
Carlisle,Cheltenham,EFL League Two,2024/2025,2024-10-26,0.0,1.0,A,0.0 x 1.0
Hartlepool,Aldershot,National League,2024/2025,2024-10-26,2.0,0.0,H,2.0 x 0.0
Eastleigh,Boston Utd,National League,2024/2025,2024-10-26,1.0,1.0,D,1.0 x 1.0
Barnet,Rochdale,National League,2024/2025,2024-10-26,2.0,1.0,H,2.0 x 1.0
Watford,Blackburn,EFL Championship,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Crewe,Tranmere,EFL League Two,2024/2025,2024-10-26,3.0,1.0,H,3.0 x 1.0
Ebbsfleet,Wealdstone,National League,2024/2025,2024-10-26,2.0,2.0,D,2.0 x 2.0
Gateshead,Solihull,National League,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Coventry,Luton,EFL Championship,2024/2025,2024-10-26,3.0,2.0,H,3.0 x 2.0
Swindon,Gillingham,EFL League Two,2024/2025,2024-10-26,1.0,1.0,D,1.0 x 1.0
Port Vale,AFC Wimbledon,EFL League Two,2024/2025,2024-10-26,3.0,2.0,H,3.0 x 2.0
Shrewsbury,Barnsley,EFL League One,2024/2025,2024-10-26,0.0,2.0,A,0.0 x 2.0
Derby,Hull,EFL Championship,2024/2025,2024-10-26,1.0,1.0,D,1.0 x 1.0
Grimsby,Milton Keynes Dons,EFL League Two,2024/2025,2024-10-26,1.0,3.0,A,1.0 x 3.0
Newport County,Fleetwood Town,EFL League Two,2024/2025,2024-10-26,0.0,0.0,D,0.0 x 0.0
Burnley,QPR,EFL Championship,2024/2025,2024-10-26,0.0,0.0,D,0.0 x 0.0
Sheffield United,Stoke,EFL Championship,2024/2025,2024-10-26,2.0,0.0,H,2.0 x 0.0
Plymouth,Preston,EFL Championship,2024/2025,2024-10-26,3.0,3.0,D,3.0 x 3.0
Notts County,Harrogate,EFL League Two,2024/2025,2024-10-26,1.0,0.0,H,1.0 x 0.0
Braintree Town,Sutton,National League,2024/2025,2024-10-26,0.0,1.0,A,0.0 x 1.0
Malaga,Eibar,LaLiga 2,2024/2025,2024-10-27,1.0,0.0,H,1.0 x 0.0
AZ Alkmaar,Go Ahead Eagles,Eredivisie,2024/2025,2024-10-27,2.0,2.0,D,2.0 x 2.0
Strasbourg,Nantes,Ligue 1,2024/2025,2024-10-27,3.0,1.0,H,3.0 x 1.0
Ajax,Willem II,Eredivisie,2024/2025,2024-10-27,1.0,0.0,H,1.0 x 0.0
Estrela,Guimaraes,Primeira Liga,2024/2025,2024-10-27,2.0,2.0,D,2.0 x 2.0
Asteras Tripolis,Olympiakos,Superliga,2024/2025,2024-10-27,1.0,0.0,H,1.0 x 0.0
Panathinaikos,Aris,Superliga,2024/2025,2024-10-27,1.0,1.0,D,1.0 x 1.0
PAOK,OFI Crete,Superliga,2024/2025,2024-10-27,1.0,2.0,A,1.0 x 2.0
